Alias;Player;Tour;WordCount
Pawlikowska Z.;Zuzanna Pawlikowska;WTA;2
Payne B.;Bella Payne;WTA;2
Pedone G.;Georgia Pedone;WTA;2
Pedretti T. G.;Thaisa Grana Pedretti;WTA;3
Peer L.;Lisa Peer;WTA;2
Peeters A. V.;Anouck Vrancken Peeters;WTA;3
Pegula J.;Jessica Pegula;WTA;2
Penickova A.;Annika Penickova;WTA;2
Penickova K.;Kristina Penickova;WTA;2
Pera B.;Bernarda Pera;WTA;2
Perapekhina Y.;Yuliya Perapekhina;WTA;2
Pereira R.;Rebeca Pereira;WTA;2
Perello Saavedra J.;Judith Perello Saavedra;WTA;3
Perelygina E.;Ekaterina Perelygina;WTA;2
Perez Alarcon L.;Lucciana Perez Alarcon;WTA;3
Perez C. F.;Claudia Ferrer Perez;WTA;3
Perez G. G.;Georgina Garcia Perez;WTA;3
Perricard D. M.;Daphnee Mpetshi Perricard;WTA;3
Perry L.;Luciana Perry;WTA;2
Persson K. R.;Kajsa Rinaldo Persson;WTA;3
Petretic L.;Laia Petretic;WTA;2
Petruzelova L.;Lucie Petruzelova;WTA;2
Peyre L.;Lucia Peyre;WTA;2
Pieri J.;Jessica Pieri;WTA;2
Pieri T.;Tatiana Pieri;WTA;2
Pigato L.;Lisa Pigato;WTA;2
Pigossi L.;Laura Pigossi;WTA;2
Pikkaart C.;Charlotte Pikkaart;WTA;2
Pircher A.;Anna Pircher;WTA;2
Pirohova D.;Dominika Pirohova;WTA;2
Pistola I.;Ilary Pistola;WTA;2
Piter K.;Katarzyna Piter;WTA;2
Plaza Araujo L.;Luana Plaza Araujo;WTA;3
Plekhanova D.;Dasha Plekhanova;WTA;2
Plipuech P.;Peangtarn Plipuech;WTA;2
Pliskova K.;Karolina Pliskova;WTA;2
Plosnik E.;Ela Plosnik;WTA;2
Pochtovyk K.;Krystyna Pochtovyk;WTA;2
Podgorichani L.;Lidia Podgorichani;WTA;2
Podhajecka D.;Dominika Podhajecka;WTA;2
Podlinska M.;Marcelina Podlinska;WTA;2
Podoroska N.;Nadia Podoroska;WTA;2
Podrez V.;Veronika Podrez;WTA;2
Pohankova M.;Mia Pohankova;WTA;2
Pohle V.;Victoria Pohle;WTA;2
Polakovicova A.;Adela Polakovicova;WTA;2
Poling L.;Lilian Poling;WTA;2
Ponchet J.;Jessika Ponchet;WTA;2
Pop G.;Gloria Pop;WTA;2
Popa G. S.;Giulia Safina Popa;WTA;3
Popa M. S.;Maria Sara Popa;WTA;3
Popescu A.;Alessia Popescu;WTA;2
Popovic K.;Karla Popovic;WTA;2
Popovski D.;Dusica Popovski;WTA;2
Poppel E. V.;Emma Van Poppel;WTA;3
Potapova A.;Anastasia Potapova;WTA;2
Pozarenko A.;Aleksandra Pozarenko;WTA;2
Praefke P.;Pia Praefke;WTA;2
Pree B. D.;Britt Du Pree;WTA;3
Preston J.;Janae Preston;WTA;2
Preston T.;Taylah Preston;WTA;2
Pridankina E.;Elena Pridankina;WTA;2
Primorac I.;Iva Primorac;WTA;2
Prisacariu A.;Andreea Prisacariu;WTA;2
Prozorova T.;Tatiana Prozorova;WTA;2
Puiac A. L.;Alexia Lavinia Puiac;WTA;3
Pulchartova L.;Laetitia Pulchartova;WTA;2
Pushkar S.;Stefaniya Pushkar;WTA;2
Pushkareva A.;Anna Pushkareva;WTA;2
Putintseva Y.;Yulia Putintseva;WTA;2
Qian Wei Z.;Zhang Qian Wei;WTA;3
Qu Y.;Yihan Qu;WTA;2
Quevedo K.;Kaitlin Quevedo;WTA;2
Rabin S.;Sol Rabin;WTA;2
Rabl L.;Leonie Rabl;WTA;2
Rabman T.;Theadora Rabman;WTA;2
Rachapudi P.;Prathyusha Rachapudi;WTA;2
Radisic N.;Nika Radisic;WTA;2
Radivojevic L.;Lola Radivojevic;WTA;2
Radovanovic N.;Nina Radovanovic;WTA;2
Raducanu E.;Emma Raducanu;WTA;2
Radwanska U.;Urszula Radwanska;WTA;2
Raggi A.;Angelica Raggi;WTA;2
Raina A.;Ankita Raina;WTA;2
Rajecki A.;Amelia Rajecki;WTA;2
Rajeshwaran Revathi M.;Maaya Rajeshwaran Revathi;WTA;3
Rakhimova K.;Kamilla Rakhimova;WTA;2
Rame A.;Alice Rame;WTA;2
Rao S. S.;Sandeepti Singh Rao;WTA;3
Rapolu M.;Malaika Rapolu;WTA;2
Raschdorf C.;Carolin Raschdorf;WTA;2
Rashmikaa Bhamidipaty S.;Shrivalli Rashmikaa Bhamidipaty;WTA;3
Rasim M.;Melis Rasim;WTA;2
Rathi A.;Anjali Rathi;WTA;2
Rawat A.;Aditi Rawat;WTA;2
Reami A.;Adriana Reami;WTA;2
Reed L.;Lexington Reed;WTA;2
Refaat M.;Merna Refaat;WTA;2
Reguer A.;Alyssa Reguer;WTA;2
Ren K.;Ke Ren;WTA;2
Ren Y.;Yufei Ren;WTA;2
Rencheli A.;Abigail Rencheli;WTA;2
Rennert J. V.;Julia Victoria Rennert;WTA;3
Reva A.;Aliesia Reva;WTA;2
Revathi M. R.;Maaya Rajeshwaran Revathi;WTA;3
Rey Garcia A.;Alba Rey Garcia;WTA;3
Reyngold E.;Ekaterina Reyngold;WTA;2
Ribera M. B.;Marina Bassols Ribera;WTA;3
Ricci B.;Beatrice Ricci;WTA;2
Riera J.;Julia Riera;WTA;2
Rinaldo Persson K.;Kajsa Rinaldo Persson;WTA;3
Ristic M.;Mia Ristic;WTA;2
Rivera A. V.;Antonia Vergara Rivera;WTA;3
Rivoli P.;Pietra Rivoli;WTA;2
Robbe A.;Alice Robbe;WTA;2
Robinson J.;Jada Robinson;WTA;2
Rocchetti S.;Sofia Rocchetti;WTA;2
Rodero C.;Camila Rodero;WTA;2
Rodionova A.;Arina Rodionova;WTA;2
Rodriguez A.;Ava Rodriguez;WTA;2
Rodriguez V.;Victoria Rodriguez;WTA;2
Rogers A. S.;Anna Sinclair Rogers;WTA;3
Rojas S.;Sofia Rojas;WTA;2
Rokusek S.;Sarah Rokusek;WTA;2
Romanova L.;Leticia Romanova;WTA;2
Romero C.;Camila Romero;WTA;2
Romero Gormaz L.;Leyre Romero Gormaz;WTA;3
Ros Parres L.;Lucia Ros Parres;WTA;3
Rosa Dourado J.;Jennifer Rosa Dourado;WTA;3
Rosatello C.;Camilla Rosatello;WTA;2
Rothensteiner L. M.;Liel Marlies Rothensteiner;WTA;3
Roura Llaverias R.;Ruth Roura Llaverias;WTA;3
Rouvroy M.;Margaux Rouvroy;WTA;2
Roux D. L.;Donna Le Roux;WTA;3
Rowinska M.;Malwina Rowinska;WTA;2
Ruchkina K.;Kseniia Ruchkina;WTA;2
Ruggeri J.;Jennifer Ruggeri;WTA;2
Ruiz C. C.;Celia Cervino Ruiz;WTA;3
Ruiz J. G.;Julia Garcia Ruiz;WTA;3
Ruoxi M.;Ma Ruoxi;WTA;2
Rus A.;Arantxa Rus;WTA;2
Ruse E. G.;Elena Gabriela Ruse;WTA;3
Rushiti A.;Arlinda Rushiti;WTA;2
Russell T.;Tori Russell;WTA;2
Rutlauka S.;Sabine Rutlauka;WTA;2
Ruxandra Bertea E.;Elena Ruxandra Bertea;WTA;3
Ruzic A.;Antonia Ruzic;WTA;2
Rybakina E.;Elena Rybakina;WTA;2
Rybas F. D.;Felitsata Dorofeeva Rybas;WTA;3
Ryser V.;Valentina Ryser;WTA;2
Saavedra J. P.;Judith Perello Saavedra;WTA;3
Sabalenka A.;Aryna Sabalenka;WTA;2
Sacco F.;Federica Sacco;WTA;2
Sadiq S.;Soha Sadiq;WTA;2
Saffar Y.;Yael Saffar;WTA;2
Safi M.;Meshkatolzahra Safi;WTA;2
Safina Popa G.;Giulia Safina Popa;WTA;3
Safta A.;Anastasia Safta;WTA;2
Sagandykova A.;Aruzhan Sagandykova;WTA;2
Sagmar I.;Ilinca Sagmar;WTA;2
Sahdiieva A.;Anita Sahdiieva;WTA;2
Sahnoun N.;Nour Sahnoun;WTA;2
Saigo R.;Rina Saigo;WTA;2
Saito S.;Sara Saito;WTA;2
Sakatsume H.;Himeno Sakatsume;WTA;2
Sakellaridi S.;Sapfo Sakellaridi;WTA;2
Sakkari M.;Maria Sakkari;WTA;2
Salah J. H.;Jana Hossam Salah;WTA;3
Salazar N. S.;Natalia Sousa Salazar;WTA;3
Salkova D.;Dominika Salkova;WTA;2
Salvadori M.;Micol Salvadori;WTA;2
Samardzic A. E.;Ayline Esina Samardzic;WTA;3
Samir S.;Sandra Samir;WTA;2
Samson L.;Laura Samson;WTA;2
Samsonova L.;Liudmila Samsonova;WTA;2
Sanchez A. S.;Ana Sofia Sanchez;WTA;3
Sanchez C. A.;Celia Anson Sanchez;WTA;3
Sanchez M. O.;Maria Oliver Sanchez;WTA;3
Sandberg V.;Vivien Sandberg;WTA;2
Sande E. A.;Eva Alvarez Sande;WTA;3
Sandhu G. K.;Gurmanat Kaur Sandhu;WTA;3
Saner J.;Julita Saner;WTA;2
Sanon N.;Nehira Sanon;WTA;2
Santiago M. S.;Marta Soriano Santiago;WTA;3
Santos A. F.;Ana Filipa Santos;WTA;3
Sara A.;Angelica Sara;WTA;2
Sara Popa M.;Maria Sara Popa;WTA;3
Sarkisova K.;Karine Sarkisova;WTA;2
Sarra F. D.;Federica Di Sarra;WTA;3
Sarrazin L.;Laetitia Sarrazin;WTA;2
Sartz Lunde E.;Emily Sartz Lunde;WTA;3
Sasnovich A.;Aliaksandra Sasnovich;WTA;2
Sato N.;Naho Sato;WTA;2
Savinykh V.;Valeria Savinykh;WTA;2
Sawangkaew M.;Mananchaya Sawangkaew;WTA;2
Sawant M.;Madhurima Sawant;WTA;2
Sawashiro K.;Kanon Sawashiro;WTA;2
Sayed A. E.;Aya El Sayed;WTA;3
Schaedel L.;Lorena Schaedel;WTA;2
Schaefer A.;Anne Schaefer;WTA;2
Schmidt A.;Antonia Schmidt;WTA;2
Schoppe E.;Ellie Schoppe;WTA;2
Schruff L.;Luisa Schruff;WTA;2
Schueller A.;Ava Schueller;WTA;2
Schuknecht L.;Leonie Schuknecht;WTA;2
Schuman A.;Aspen Schuman;WTA;2
Schunk N.;Nastasja Schunk;WTA;2
Scott K.;Katrina Scott;WTA;2
Sebestova I.;Ivana Sebestova;WTA;2
Sebov K.;Katherine Sebov;WTA;2
Sedlackova P.;Petra Sedlackova;WTA;2
Sedysheva A.;Anna Sedysheva;WTA;2
Seibold E.;Emily Seibold;WTA;2
Seidel E.;Ella Seidel;WTA;2
Selekhmeteva O.;Oksana Selekhmeteva;WTA;2
Sema E.;Erika Sema;WTA;2
Semenistaja D.;Darja Semenistaja;WTA;2
Senic N.;Natalija Senic;WTA;2
Senica A.;Alja Senica;WTA;2
Sensano N. T.;Neus Torner Sensano;WTA;3
Seo Lee G.;Gyeong Seo Lee;WTA;3
Sequeira M.;Milla Sequeira;WTA;2
Serban I. M.;Isabella Maria Serban;WTA;3
Serban R.;Raluka Serban;WTA;2
Sevastova A.;Anastasija Sevastova;WTA;2
Sevcikova L.;Linda Sevcikova;WTA;2
Shaikh H.;Hibah Shaikh;WTA;2
Shao Y.;Yushan Shao;WTA;2
Shapatava S.;Sofia Shapatava;WTA;2
Sharma A.;Astra Sharma;WTA;2
Shcherbinina A.;Alina Shcherbinina;WTA;2
Shek C. Y.;Cheuk Ying Shek;WTA;3
Sherif M.;Mayar Sherif;WTA;2
Shi H.;Han Shi;WTA;2
Shibahara E.;Ena Shibahara;WTA;2
Shimizu A.;Ayano Shimizu;WTA;2
Shimizu E.;Eri Shimizu;WTA;2
Shin J.;Jiho Shin;WTA;2
Shinikova I.;Isabella Shinikova;WTA;2
Shkutova A.;Anna Shkutova;WTA;2
Shnaider D.;Diana Shnaider;WTA;2
Sholokhova M.;Maria Sholokhova;WTA;2
Shubladze A.;Alexandra Shubladze;WTA;2
Shuo Liang E.;En Shuo Liang;WTA;3
Shymanovich I.;Iryna Shymanovich;WTA;2
Sibai J.;Jizelle Sibai;WTA;2
Sidorova K.;Kristiana Sidorova;WTA;2
Sieg M.;Madison Sieg;WTA;2
Siegemund L.;Laura Siegemund;WTA;2
Sierra S.;Solana Sierra;WTA;2
Silva J.;Johanna Silva;WTA;2
Simes A.;Ashleigh Simes;WTA;2
Simion O. G.;Oana Georgeta Simion;WTA;3
Simionescu D. I.;Diana Ioana Simionescu;WTA;3
Sinclair Rogers A.;Anna Sinclair Rogers;WTA;3
Singh Rao S.;Sandeepti Singh Rao;WTA;3
Siniakova K.;Katerina Siniakova;WTA;2
Siskova A.;Anna Siskova;WTA;2
Skliar P.;Polina Skliar;WTA;2
Skoog I.;Isabel Skoog;WTA;2
Skopintseva P.;Polina Skopintseva;WTA;2
Slama M.;Mia Slama;WTA;2
Slavikova E.;Emma Slavikova;WTA;2
Smirnova K.;Ksenia Smirnova;WTA;2
Smith E. W.;Emily Webley Smith;WTA;3
Smith R.;Rachael Smith;WTA;2
Smith T. N.;Tina Nadine Smith;WTA;3
Snells J.;Jamilah Snells;WTA;2
Snigireva A.;Anna Snigireva;WTA;2
Snigur D.;Daria Snigur;WTA;2
Soboleva A.;Anastasiya Soboleva;WTA;2
Sofia Sanchez A.;Ana Sofia Sanchez;WTA;3
Sohns M.;Margaret Sohns;WTA;2
Soke D.;Duru Soke;WTA;2
Solakov L.;Leticia Solakov;WTA;2
Solar Donoso L.;Lorena Solar Donoso;WTA;3
Sonmez Z.;Zeynep Sonmez;WTA;2
Sonobe W.;Wakana Sonobe;WTA;2
Soriano Santiago M.;Marta Soriano Santiago;WTA;3
Sorribes Tormo S.;Sara Sorribes Tormo;WTA;3
Soto Neira A.;Agustina Soto Neira;WTA;3
Sousa Salazar N.;Natalia Sousa Salazar;WTA;3
Souza M.;Marjorie Souza;WTA;2
Sozaonova N.;Nina Sozaonova;WTA;2
Spasova B.;Beatris Spasova;WTA;2
Spink I.;Indianna Spink;WTA;2
Spiteri D.;Dalila Spiteri;WTA;2
Squarcialupi G.;Gaia Squarcialupi;WTA;2
Sramkova R.;Rebecca Sramkova;WTA;2
Sramkova T.;Tamara Sramkova;WTA;2
Stagno B.;Beatrice Stagno;WTA;2
Stakusic M.;Marina Stakusic;WTA;2
Stamatova J.;Julia Stamatova;WTA;2
Stankiewicz M.;Monika Stankiewicz;WTA;2
Stankovic A.;Anja Stankovic;WTA;2
Starodubtseva Y.;Yuliia Starodubtseva;WTA;2
Stearns P.;Peyton Stearns;WTA;2
Stefanini L.;Lucrezia Stefanini;WTA;2
Stefano S. D.;Samira De Stefano;WTA;3
Steiner V.;Valentina Steiner;WTA;2
Stephens S.;Sloane Stephens;WTA;2
Stevic H.;Helena Stevic;WTA;2
Stoiana M.;Mary Stoiana;WTA;2
Stoiber R. A.;Ranah Akua Stoiber;WTA;3
Stojsavljevic M.;Mika Stojsavljevic;WTA;2
Stoyanov A.;Antonia Stoyanov;WTA;2
Strakhova V.;Valeriya Strakhova;WTA;2
Straszewska B.;Barbara Straszewska;WTA;2
Struplova J.;Julie Struplova;WTA;2
Stusek J.;Julia Stusek;WTA;2
Su Jeong U.;Ui Su Jeong;WTA;3
Subasic A.;Alana Subasic;WTA;2
Sucha A.;Amy Sucha;WTA;2
Sun L.;Lulu Sun;WTA;2
Sun X.;Xinran Sun;WTA;2
Sun Y.;Yingqun Sun;WTA;2
Supova K.;Kali Supova;WTA;2
Sushkova A.;Antonina Sushkova;WTA;2
Suslova S.;Sofiia Suslova;WTA;2
Suvirdjonkova D.;Darja Suvirdjonkova;WTA;2
Suzuki N.;Nagisa Suzuki;WTA;2
Svatikova L.;Laura Svatikova;WTA;2
Svendsen J. C.;Johanne Christine Svendsen;WTA;3
Svitolina E.;Elina Svitolina;WTA;2
Swan K.;Katie Swan;WTA;2
Swiatek I.;Iga Swiatek;WTA;2
Sycamore A. M.;Ava Monet Sycamore;WTA;3
Sysoeva A.;Anastasia Sysoeva;WTA;2
Szabo B.;Briana Szabo;WTA;2
Sziedat F.;Franziska Sziedat;WTA;2
Szostak M.;Marine Szostak;WTA;2
Taborda M. C.;Martina Capurro Taborda;WTA;3
Tabunshchyk A.;Anna Tabunshchyk;WTA;2
Tagger L.;Lilli Tagger;WTA;2
Tamura K.;Kurumi Tamura;WTA;2
Tan H.;Harmony Tan;WTA;2
Tan L. N.;Lucie Nguyen Tan;WTA;3
Tanasie L.;Lavinia Tanasie;WTA;2
Tang Q.;Qianhui Tang;WTA;2
Tanguilig C.;Carson Tanguilig;WTA;2
Taraba Wallberg N.;Nellie Taraba Wallberg;WTA;3
Tararudee L.;Lanlana Tararudee;WTA;2
Tauson C.;Clara Tauson;WTA;2
Taylor L.;Lily Taylor;WTA;2
Teichmann J.;Jil Teichmann;WTA;2
Teixido Garcia M.;Meritxell Teixido Garcia;WTA;3
Teodora Cadar E.;Elena Teodora Cadar;WTA;3
Thamm M.;Mariella Thamm;WTA;2
Thandi K.;Karman Thandi;WTA;2
Thomas Iglesias L.;Lena Thomas Iglesias;WTA;3
Thompson B.;Belle Thompson;WTA;2
Tian Deng T.;Tiana Tian Deng;WTA;3
Tian F.;Fangran Tian;WTA;2
Tian N.;Niehua Tian;WTA;2
Tichackova E.;Eliska Tichackova;WTA;2
Tig P. M.;Patricia Maria Tig;WTA;3
Tiglea C. E.;Cristina Elena Tiglea;WTA;3
Tikhonova A.;Anastasia Tikhonova;WTA;2
Timofeeva M.;Maria Timofeeva;WTA;2
Tjen J.;Janice Tjen;WTA;2
Tkachenko A.;Adriana Tkachenko;WTA;2
Tkacheva M.;Mariia Tkacheva;WTA;2
Todoni A. A.;Anca Alexia Todoni;WTA;3
Todoni C. N.;Cristiana Nicoleta Todoni;WTA;3
Toma M.;Maria Toma;WTA;2
Tomai C.;Carla Tomai;WTA;2
Tomase E.;Elza Tomase;WTA;2
Tomljanovic A.;Ajla Tomljanovic;WTA;2
Tomova V.;Viktoriya Tomova;WTA;2
Tona M.;Miriana Tona;WTA;2
Topalova G.;Gergana Topalova;WTA;2
Tormo S. S.;Sara Sorribes Tormo;WTA;3
Torner Sensano N.;Neus Torner Sensano;WTA;3
Toth A. K.;Amarissa Kiara Toth;WTA;3
Townsend T.;Taylor Townsend;WTA;2
Tran D.;Demi Tran;WTA;2
Tran L.;Lian Tran;WTA;2
Trevisan F.;Federica Trevisan;WTA;2
Trevisan M.;Martina Trevisan;WTA;2
Triquart S.;Sophie Triquart;WTA;2
Trynkina A.;Alina Trynkina;WTA;2
Tsao C. Y.;Chia Yi Tsao;WTA;3
Tse E.;Elyse Tse;WTA;2
Tsetsou E.;Eleni Tsetsou;WTA;2
Tsujioka S.;Shiho Tsujioka;WTA;2
Tsygourova K.;Katerina Tsygourova;WTA;2
Tubello A.;Alice Tubello;WTA;2
Tucakovic S.;Suana Tucakovic;WTA;2
Tupitsyna E.;Ekaterina Tupitsyna;WTA;2
Turini V.;Viola Turini;WTA;2
Turkmen D.;Doga Turkmen;WTA;2
Uchijima M.;Moyuka Uchijima;WTA;2
Udvardy L.;Luca Udvardy;WTA;2
Udvardy P.;Panna Udvardy;WTA;2
Uebelhoer C.;Caroline Uebelhoer;WTA;2
Uemura M.;Mutsumi Uemura;WTA;2
Ulrich Z.;Zoe Ulrich;WTA;2
Urbanova L.;Lucie Urbanova;WTA;2
Urgesi F.;Federica Urgesi;WTA;2
Urhobo A.;Akasha Urhobo;WTA;2
Urrutia M. F.;Maria Florencia Urrutia;WTA;3
Urso A.;Aurora Urso;WTA;2
Usui K.;Kaede Usui;WTA;2
Vagramov A.;Alexandra Vagramov;WTA;2
Vaissaud D.;Dune Vaissaud;WTA;2
Valdmannova V.;Vendula Valdmannova;WTA;2
Valente D.;Denise Valente;WTA;2
Valentova T.;Tereza Valentova;WTA;2
Van Emst S.;Sarah Van Emst;WTA;3
Van Impe A.;Amelie Van Impe;WTA;3
Van Poppel E.;Emma Van Poppel;WTA;3
Van Zonneveld C.;Charlotte Van Zonneveld;WTA;3
Van Zyl J.;Jahnie Van Zyl;WTA;3
Van Zyl M.;Marilouise Van Zyl;WTA;3
Vancea G. M.;Gabriela Maria Vancea;WTA;3
Vandewinkel H.;Hanne Vandewinkel;WTA;2
Vandromme J.;Jeline Vandromme;WTA;2
Vaquero M. M.;Maria Martinez Vaquero;WTA;3
Varaksina A.;Arina Varaksina;WTA;2
Vargova N.;Nina Vargova;WTA;2
Vasilescu A. G.;Arina Gabriela Vasilescu;WTA;3
Vasileva A.;Alisa Vasileva;WTA;2
Vasilyeva A.;Alexandra Vasilyeva;WTA;2
Vazquez C.;Candela Vazquez;WTA;2
Vedder E.;Eva Vedder;WTA;2
Vekic D.;Donna Vekic;WTA;2
Veldman K.;Klara Veldman;WTA;2
Veleva V.;Viktoria Veleva;WTA;2
Velikova D.;Darya Velikova;WTA;2
Vergara Rivera A.;Antonia Vergara Rivera;WTA;3
Vickery S.;Sachia Vickery;WTA;2
Victoria Balan S.;Sara Victoria Balan;WTA;3
Victoria Rennert J.;Julia Victoria Rennert;WTA;3
Vidal L. G.;Leticia Garcia Vidal;WTA;3
Vidmanova D.;Darja Vidmanova;WTA;2
Vig S.;Saumya Vig;WTA;2
Vilar R. G.;Raquel Gonzalez Vilar;WTA;3
Villet M.;Marie Villet;WTA;2
Virc L.;Lana Virc;WTA;2
Vismane D.;Daniela Vismane;WTA;2
Visscher S. J.;Stephanie Judith Visscher;WTA;3
Vladson L.;Laima Vladson;WTA;2
Vlajic T.;Teodora Vlajic;WTA;2
Vlasselaer C.;Clara Vlasselaer;WTA;2
Vlckova K.;Karolina Vlckova;WTA;2
Vogt M.;Marie Vogt;WTA;2
Vojcinakova I.;Ingrid Vojcinakova;WTA;2
Voloshchuk A.;Angelina Voloshchuk;WTA;2
Volynets K.;Katie Volynets;WTA;2
Von Deichmann K.;Kathinka Von Deichmann;WTA;3
Vondrousova M.;Marketa Vondrousova;WTA;2
Voracek E. M.;Eva Marie Voracek;WTA;3
Vozniak K.;Khrystyna Vozniak;WTA;2
Vrancken Peeters A.;Anouck Vrancken Peeters;WTA;3
Vujovic L.;Luna Vujovic;WTA;2
Vukovic D.;Draginja Vukovic;WTA;2
Wainwright M.;Mia Wainwright;WTA;2
Walker B.;Brandy Walker;WTA;2
Wallberg N. T.;Nellie Taraba Wallberg;WTA;3
Waltert S.;Simona Waltert;WTA;2
Wan E.;Elsa Wan;WTA;2
Wan I. W.;I Wen Wan;WTA;3
Wang M.;Meiling Wang;WTA;2
Wang X.;Xiyu Wang;WTA;2
Wang X. Y.;Xin Yu Wang;WTA;3
Watson H.;Heather Watson;WTA;2
Wawrzkiewicz I.;Inka Wawrzkiewicz;WTA;2
Webb S.;Stefani Webb;WTA;2
Webley Smith E.;Emily Webley Smith;WTA;3
Weckerle M.;Marie Weckerle;WTA;2
Wei S.;Sijia Wei;WTA;2
Wei Z. Q.;Zhang Qian Wei;WTA;3
Wen Wan I.;I Wen Wan;WTA;3
Wiersholm K.;Katja Wiersholm;WTA;2
Wilda Hennemann C.;Caijsa Wilda Hennemann;WTA;3
Wildgruber A.;Anja Wildgruber;WTA;2
Williams S.;Serena Williams;WTA;2
Williams V.;Venus Williams;WTA;2
Wilson E.;Emma Wilson;WTA;2
Wirges A.;Angelina Wirges;WTA;2
Wobker I.;Ida Wobker;WTA;2
Wolff V.;Vivian Wolff;WTA;2
Wong Chong E.;Eudice Wong Chong;WTA;3
Wong I.;Isabella Wong;WTA;2
Woo Ku Y.;Yeon Woo Ku;WTA;3
Wu H. C.;Ho Ching Wu;WTA;3
Wu R. X.;Ru Xi Wu;WTA;3
Wurth T.;Tara Wurth;WTA;2
Xi Wu R.;Ru Xi Wu;WTA;3
Xiao L.;Lexue Xiao;WTA;2
Xin Ma Y.;Ye Xin Ma;WTA;3
Xu A.;Annabelle Xu;WTA;2
Xu J.;Jiayu Xu;WTA;2
Xu M.;Mingge Xu;WTA;2
Xu S.;Shilin Xu;WTA;2
Yamaguchi M.;Mei Yamaguchi;WTA;2
Yamalapalli S.;Sahaja Yamalapalli;WTA;2
Yamazaki I.;Ikumi Yamazaki;WTA;2
Yaneva E.;Elizara Yaneva;WTA;2
Yang A.;Anna Yang;WTA;2
Yang Y.;Yidi Yang;WTA;2
Yang Y. Y.;Ya Yi Yang;WTA;3
Yao X.;Xinxin Yao;WTA;2
Yardley S.;Summer Yardley;WTA;2
Yashina E.;Ekaterina Yashina;WTA;2
Yastremska D.;Dayana Yastremska;WTA;2
Ye Q. Y.;Qiu Yu Ye;WTA;3
Ye S.;Shiyu Ye;WTA;2
Yee Chan J.;Jo Yee Chan;WTA;3
Yersh K.;Kseniya Yersh;WTA;2
Yesypchuk D.;Daria Yesypchuk;WTA;2
Yi Chen M.;Meng Yi Chen;WTA;3
Yi Tsao C.;Chia Yi Tsao;WTA;3
Yi Yang Y.;Ya Yi Yang;WTA;3
Ying Shek C.;Cheuk Ying Shek;WTA;3
Yodpetch K.;Kamonwan Yodpetch;WTA;2
Yoruk I.;Ilay Yoruk;WTA;2
Yoshida S.;Sara Yoshida;WTA;2
Yoshimoto N.;Natsuki Yoshimoto;WTA;2
Yoshioka K.;Kisa Yoshioka;WTA;2
You X.;Xiaodi You;WTA;2
Yu W.;Wenfei Yu;WTA;2
Yu Wang X.;Xin Yu Wang;WTA;3
Yu Ye Q.;Qiu Yu Ye;WTA;3
Yuan C.;Chengyiyi Yuan;WTA;2
Yuan Y.;Yue Yuan;WTA;2
Yuldasheva S.;Sevil Yuldasheva;WTA;2
Yun Choi S.;Seo Yun Choi;WTA;3
Yuneva A.;Alina Yuneva;WTA;2
Yushchenko V.;Valeriya Yushchenko;WTA;2
Zaar L.;Lisa Zaar;WTA;2
Zakharova A.;Anastasia Zakharova;WTA;2
Zamarripa A.;Allura Zamarripa;WTA;2
Zamarripa M.;Maribella Zamarripa;WTA;2
Zanolini C.;Camilla Zanolini;WTA;2
Zanotti N. B.;Noelia Bouzo Zanotti;WTA;3
Zantedeschi A.;Aurora Zantedeschi;WTA;2
Zarazua R.;Renata Zarazua;WTA;2
Zavatska K.;Katarina Zavatska;WTA;2
Zaytseva K.;Ksenia Zaytseva;WTA;2
Zeballos N.;Noelia Zeballos;WTA;2
Zeeuw J. D.;Joy De Zeeuw;WTA;3
Zelinskaya D.;Daria Zelinskaya;WTA;2
Zelnickova R.;Radka Zelnickova;WTA;2
Zeltina B.;Beatrise Zeltina;WTA;2
Zhabrailova M.;Milana Zhabrailova;WTA;2
Zhang J.;Junhan Zhang;WTA;2
Zhang R.;Ruien Zhang;WTA;2
Zhang S.;Shuai Zhang;WTA;2
Zhang Y.;Ying Zhang;WTA;2
Zhao C.;Carol Zhao;WTA;2
Zhao X.;Xichen Zhao;WTA;2
Zheng Q.;Qinwen Zheng;WTA;2
Zheng S.;Saisai Zheng;WTA;2
Zheng W.;Wushuang Zheng;WTA;2
Zhenikhova S.;Sonja Zhenikhova;WTA;2
Zhiyenbayeva S.;Sonja Zhiyenbayeva;WTA;2
Zhu A.;Amy Zhu;WTA;2
Zhu C.;Chenting Zhu;WTA;2
Zhu L.;Lin Zhu;WTA;2
Zidansek T.;Tamara Zidansek;WTA;2
Zoldakova D.;Denisa Zoldakova;WTA;2
Zolotareva A.;Anastasia Zolotareva;WTA;2
Zolotareva R.;Rada Zolotareva;WTA;2
Zonneveld C. V.;Charlotte Van Zonneveld;WTA;3
Zoppas L.;Louna Zoppas;WTA;2
Zornada E.;Emily Zornada;WTA;2
Zou R.;Ruirui Zou;WTA;2
Zozaya Menendez E.;Eugenia Zozaya Menendez;WTA;3
Zucchini A.;Arianna Zucchini;WTA;2
Zund S.;Sylvie Zund;WTA;2
Zvonareva V.;Vera Zvonareva;WTA;2
Zyl J. V.;Jahnie Van Zyl;WTA;3
Zyl M. V.;Marilouise Van Zyl;WTA;3
